timestamp,symbol,price
2025-03-16 11:38:00.350,BTC-USDT,82577.5
2025-03-16 11:38:16.313,BTC-USDT,82623.8
2025-03-16 11:38:34.604,BTC-USDT,82601.5
2025-03-16 11:38:51.633,BTC-USDT,82600.8
2025-03-16 11:39:09.703,BTC-USDT,82580.0
2025-03-16 11:39:26.826,BTC-USDT,82531.1
2025-03-16 11:39:44.729,BTC-USDT,82547.9
2025-03-16 11:40:02.179,BTC-USDT,82536.8
2025-03-16 11:40:16.968,BTC-USDT,82548.0
2025-03-16 11:40:36.190,BTC-USDT,82507.5
2025-03-16 11:40:52.766,BTC-USDT,82480.1
2025-03-16 11:41:11.250,BTC-USDT,82506.4
2025-03-16 11:41:28.204,BTC-USDT,82516.7
2025-03-16 11:41:45.604,BTC-USDT,82448.9
2025-03-16 11:42:01.271,BTC-USDT,82442.8
2025-03-16 11:42:19.045,BTC-USDT,82448.0
2025-03-16 11:42:36.725,BTC-USDT,82402.7
2025-03-16 11:42:54.096,BTC-USDT,82397.0
2025-03-16 11:43:12.484,BTC-USDT,82433.6
2025-03-16 11:43:29.864,BTC-USDT,82522.5
2025-03-16 11:43:46.437,BTC-USDT,82515.5
2025-03-16 11:44:03.119,BTC-USDT,82558.7
2025-03-16 11:44:20.700,BTC-USDT,82563.4
2025-03-16 11:44:37.291,BTC-USDT,82562.8
2025-03-16 11:44:51.931,BTC-USDT,82536.8
2025-03-16 11:45:11.739,BTC-USDT,82476.4
2025-03-16 11:45:29.271,BTC-USDT,82393.3
2025-03-16 11:45:44.005,BTC-USDT,82424.3
2025-03-16 11:46:03.425,BTC-USDT,82404.6
2025-03-16 11:46:19.699,BTC-USDT,82437.6
2025-03-16 11:46:36.377,BTC-USDT,82447.0
2025-03-16 11:46:53.872,BTC-USDT,82483.6
2025-03-16 11:47:12.758,BTC-USDT,82551.2
2025-03-16 11:47:28.962,BTC-USDT,82611.8
2025-03-16 11:47:46.824,BTC-USDT,82631.5
2025-03-16 11:48:04.197,BTC-USDT,82608.5
2025-03-16 11:48:21.894,BTC-USDT,82569.1
2025-03-16 11:48:38.547,BTC-USDT,82561.6
2025-03-16 11:48:54.622,BTC-USDT,82567.5
2025-03-16 11:49:10.809,BTC-USDT,82548.3
2025-03-16 11:49:29.914,BTC-USDT,82563.3
2025-03-16 11:49:47.184,BTC-USDT,82553.1
2025-03-16 11:50:00.104,BTC-USDT,82540.2
2025-03-16 11:50:21.272,BTC-USDT,82488.1
2025-03-16 11:50:38.695,BTC-USDT,82502.1
2025-03-16 11:50:55.771,BTC-USDT,82463.3
2025-03-16 11:51:11.363,BTC-USDT,82443.1
2025-03-16 11:51:27.736,BTC-USDT,82433.0
2025-03-16 11:51:47.719,BTC-USDT,82452.1
2025-03-16 11:52:03.459,BTC-USDT,82444.7
2025-03-16 11:52:18.750,BTC-USDT,82414.7
2025-03-16 11:52:37.535,BTC-USDT,82430.9
2025-03-16 11:52:55.710,BTC-USDT,82378.0
2025-03-16 11:53:12.833,BTC-USDT,82414.5
2025-03-16 11:53:29.931,BTC-USDT,82444.5
2025-03-16 11:53:47.556,BTC-USDT,82513.5
2025-03-16 11:54:02.372,BTC-USDT,82521.2
2025-03-16 11:54:20.984,BTC-USDT,82487.2
2025-03-16 11:54:35.765,BTC-USDT,82491.2
2025-03-16 11:54:55.459,BTC-USDT,82501.6
2025-03-16 11:55:12.936,BTC-USDT,82450.2
2025-03-16 11:55:26.982,BTC-USDT,82439.9
2025-03-16 11:55:46.323,BTC-USDT,82453.5
2025-03-16 11:56:04.113,BTC-USDT,82469.5
2025-03-16 11:56:20.604,BTC-USDT,82438.6
2025-03-16 11:56:38.668,BTC-USDT,82438.6
2025-03-16 11:56:51.719,BTC-USDT,82455.9
2025-03-16 11:57:11.666,BTC-USDT,82431.4
2025-03-16 11:57:28.415,BTC-USDT,82498.0
2025-03-16 11:57:46.725,BTC-USDT,82489.5
2025-03-16 11:58:01.580,BTC-USDT,82426.4
2025-03-16 11:58:21.295,BTC-USDT,82406.5
2025-03-16 11:58:38.176,BTC-USDT,82441.6
2025-03-16 11:58:55.557,BTC-USDT,82452.1
2025-03-16 11:59:13.197,BTC-USDT,82407.8
2025-03-16 11:59:28.884,BTC-USDT,82427.6
2025-03-16 11:59:46.330,BTC-USDT,82410.6
2025-03-16 12:00:04.356,BTC-USDT,82400.8
2025-03-16 12:00:22.291,BTC-USDT,82399.3
2025-03-16 12:00:38.614,BTC-USDT,82403.6
2025-03-16 12:00:55.678,BTC-USDT,82493.9
2025-03-16 12:01:13.229,BTC-USDT,82496.5
2025-03-16 12:01:30.701,BTC-USDT,82518.7
2025-03-16 12:01:47.351,BTC-USDT,82564.2
2025-03-16 12:02:05.122,BTC-USDT,82554.4
2025-03-16 12:02:22.537,BTC-USDT,82554.0
2025-03-16 12:02:39.577,BTC-USDT,82527.5
2025-03-16 12:02:57.147,BTC-USDT,82513.2
2025-03-16 12:03:13.904,BTC-USDT,82457.5
2025-03-16 12:03:31.218,BTC-USDT,82486.1
2025-03-16 12:03:48.627,BTC-USDT,82518.1
2025-03-16 12:04:04.773,BTC-USDT,82534.8
2025-03-16 12:04:22.235,BTC-USDT,82570.6
2025-03-16 12:04:38.561,BTC-USDT,82570.6
2025-03-16 12:04:56.744,BTC-USDT,82611.4
2025-03-16 12:05:12.679,BTC-USDT,82635.9
2025-03-16 12:05:31.557,BTC-USDT,82619.3
2025-03-16 12:05:48.270,BTC-USDT,82658.8
2025-03-16 12:06:04.588,BTC-USDT,82701.2
2025-03-16 12:06:22.456,BTC-USDT,82606.8
2025-03-16 12:06:40.233,BTC-USDT,82684.9
2025-03-16 12:06:56.414,BTC-USDT,82633.8
2025-03-16 12:07:14.855,BTC-USDT,82576.3
2025-03-16 12:07:31.839,BTC-USDT,82640.4
2025-03-16 12:07:48.186,BTC-USDT,82656.7
2025-03-16 12:08:03.657,BTC-USDT,82705.9
2025-03-16 12:08:21.990,BTC-USDT,82705.9
2025-03-16 12:08:41.028,BTC-USDT,82707.8
2025-03-16 12:08:57.530,BTC-USDT,82714.1
2025-03-16 12:09:15.859,BTC-USDT,82691.1
2025-03-16 12:09:34.878,BTC-USDT,82681.0
2025-03-16 12:09:50.030,BTC-USDT,82655.5
2025-03-16 12:10:10.338,BTC-USDT,82603.6
2025-03-16 12:10:25.627,BTC-USDT,82609.5
2025-03-16 12:10:42.452,BTC-USDT,82589.6
2025-03-16 12:11:00.800,BTC-USDT,82584.7
2025-03-16 12:11:18.563,BTC-USDT,82629.7
2025-03-16 12:11:36.599,BTC-USDT,82647.6
2025-03-16 12:12:12.932,BTC-USDT,82580.1
2025-03-16 12:12:30.746,BTC-USDT,82563.5
2025-03-16 12:12:46.935,BTC-USDT,82559.5
2025-03-16 12:13:05.425,BTC-USDT,82531.5
2025-03-16 12:13:22.040,BTC-USDT,82585.2
2025-03-16 12:13:45.639,BTC-USDT,82604.7
2025-03-16 12:14:02.580,BTC-USDT,82581.9
2025-03-16 12:14:19.944,BTC-USDT,82596.9
2025-03-16 12:14:37.439,BTC-USDT,82660.0
2025-03-16 12:14:53.279,BTC-USDT,82627.8
